,joined,kind,link,location,market,name,pitch,raised,size,stage,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric
709,2015-10-01,Startup,https://angel.co/company/cohere-technologies,Santa Clara,Telecommunications,Cohere Technologies,"
Cohere Technologies, developer of a dynamic wireless modulation technology called OTFS.
",35000000,51-200,Series C,cohere-technologies.com,4.208219178082191,8317057.291666668,1,1,125.0
710,2013-08-01,Startup,https://angel.co/company/coherent-path,Boston,Predictive Analytics,Coherent Path,"
A Personalized Email Diet for Every Customer's Taste
",6300000,11-50,Series A,coherentpath.com,6.375342465753425,988182.2088525998,1,0,25.0
711,2014-01-01,Startup,https://angel.co/company/coherohealth,New York City,Sensors,Cohero Health,"
Connected health platform empowering respiratory patients
",12500000,1-10,Series A,coherohealth.com,5.956164383561644,2098666.0533578657,1,1,5.0
712,2014-03-01,Startup,https://angel.co/company/coinbeyond,Seattle,Point of Sale,CoinBeyond,"
Digital payments for human people. 
",25000,1-10,,CoinBeyond.com,5.794520547945205,4314.4208037825065,0,0,5.0
713,2012-07-01,Startup,https://angel.co/company/coinbase,San Francisco,Mobile Payments,Coinbase,"
The world’s leading exchange for digital currencies
",205600000,201-500,Series D,coinbase.com,7.46027397260274,27559309.585016526,1,1,350.0
714,2014-06-01,Startup,https://angel.co/company/coinigy,Milwaukee,Blockchains,Coinigy,"
Blockchain Market Intelligence
",100000,1-10,Seed,coinigy.com,5.542465753424658,18042.511122095897,0,0,5.0
715,2014-04-01,Startup,https://angel.co/company/coinsph,Manila,Mobile Payments,Coins.ph,"
Bringing financial services to the unbanked through mobile and the Blockchain
",10000000,51-200,Acquired,coins.ph,5.7095890410958905,1751439.5393474088,1,0,125.0
716,2011-08-01,Startup,https://angel.co/company/colingo,San Francisco,Language Learning,Colingo,"
Airbnb for English-teaching
",2400000,1-10,Seed,colingo.com,8.378082191780821,286461.7396991498,1,0,5.0
717,2013-09-01,Startup,https://angel.co/company/collabobeat,Fermo,Mobile Health,Collabobeat,"
Slack for doctors and their patients, in Oncology
",25000,1-10,Seed,collabobeat.com,6.2904109589041095,3974.303135888502,0,0,5.0
718,2012-01-01,Startup,https://angel.co/company/collaborate,Boston,iPhone,Collaborate,"
Work Together Simply
",2400000,1-10,Acquired,collaborate.com,7.958904109589041,301549.05335628224,1,0,5.0
719,2012-04-01,Startup,https://angel.co/company/collaborne,Amsterdam,Innovation Management,Collaborne,"
Make Innovation Smart, Simple and Sticky
",1000000,11-50,Seed,collaborne.com,7.7095890410958905,129708.5998578536,0,0,25.0
720,2013-04-01,Startup,https://angel.co/company/collabra-music,Louisville,SaaS,Collabra,"
Learning Management System for the Arts
",105000,1-10,Seed,collabramusic.com,6.7095890410958905,15649.244589628419,0,0,5.0
721,2016-05-01,Startup,https://angel.co/company/collage-hr,Toronto,Employer Benefits Programs,Collage,"
Take care of your people with beautiful, automated HR and benefits.
",5000000,11-50,Seed,collage.co,3.6246575342465754,1379440.665154951,1,0,25.0
722,2016-06-01,Startup,https://angel.co/company/collectly,Pasadena,Finance Technology,Collectly,"
Data-Driven Patient Billing Platform
",2020000,1-10,Seed,collectly.co,3.5397260273972604,570665.6346749226,1,0,5.0
723,2012-11-01,Startup,https://angel.co/company/collusion,Silicon Valley,Collaboration,Collusion,"
Rethinking Collaboration, Tablets and Pen Computing
",157000,1-10,Seed,collusionapp.com,7.123287671232877,22040.384615384613,0,0,5.0
724,2015-03-01,Startup,https://angel.co/company/colowrap,Durham,Medical Devices,ColoWrap,"
Delivering quicker, easier, more effective colonoscopies. 
",1225000,1-10,Series A,colowrap.com,4.794520547945205,255500.00000000003,0,0,5.0
725,2013-07-01,Startup,https://angel.co/company/color-eight,New York City,Mobile Health,Color Eight (DBA YourCoach Health),"
Empowering coaches to lead their clients, connecting mind body soul
",500000,1-10,Pre-Seed,YourCoach.Health,6.46027397260274,77396.0983884648,0,0,5.0
726,2013-11-01,Startup,https://angel.co/company/building-robotics,Oakland,Internet of Things,Comfy,"
Comfy Office. Happy Occupants. More Productivity.
",7840000,51-200,Acquired,comfyapp.com,6.123287671232877,1280357.9418344519,1,0,125.0
727,2012-02-01,Startup,https://angel.co/company/commerce-sciences,Palo Alto,Consumer Behavior,Commerce Sciences,"
'Robin Hood' of Website Personalization
",5800000,11-50,Acquired,commercesciences.com,7.873972602739726,736604.0361864996,1,0,25.0
728,2012-07-01,Startup,https://angel.co/company/chec,Vancouver,Developer APIs,Commerce.js,"
Headless eCommerce platform. Contentful/Stripe for eCommerce.
",133000,1-10,,commercejs.com,7.46027397260274,17827.763496143958,0,0,5.0
729,2014-03-01,Startup,https://angel.co/company/communisport-ab,Sweden,Online Gaming,CommuniSport AB,"
Unique online multiplayer football games
",800000,1-10,Seed,communisport.com,5.794520547945205,138061.4657210402,0,0,5.0
730,2016-04-01,Startup,https://angel.co/company/communite,Rochester,Social Media Platforms,Communite,"
The larger your community gets, the more local it becomes
",3000,1-10,Closed,communite.online,3.706849315068493,809.3126385809313,0,0,5.0
731,2013-10-01,Startup,https://angel.co/company/commutepays,Denver,Location Based Services,CommutePays,"
Like frequent flyer miles for everyday Commuters.
",1100000,11-50,Seed,commutepays.com,6.208219178082191,177184.46601941748,0,0,25.0
732,2013-08-01,Startup,https://angel.co/company/compass,New York City,Curated Web,Compass,"
Discover home trends in your market
",748000000,501-1000,Series E,compass.com,6.375342465753425,117327030.51138805,1,1,750.0
733,2013-07-01,Startup,https://angel.co/company/compassmd,Cleveland,SaaS,CompassMD,"
Relationship-centric yield optimization
",270000,1-10,Seed,compassmd.com,6.46027397260274,41793.89312977099,0,0,5.0
734,2015-11-01,Startup,https://angel.co/company/competitoor,Carpi,Price Comparison,Competitoor,"
Price tracking tool
",520590,1-10,Seed,competitoor.com,4.123287671232877,126256.04651162791,0,0,5.0
735,2015-10-01,Startup,https://angel.co/company/compliant-cannabis,Boulder,Marijuana,Compliant Cannabis,"
Enterprise-grade inventory and compliance software from seed, to sale, to success
",82000,1-10,Seed,compliantcannabis.com,4.208219178082191,19485.677083333336,0,0,5.0
736,2013-08-01,Startup,https://angel.co/company/composeright-software-1,Buderim,Productivity Software,Composeright Software,"
Re-writing the way we write in education
",250000,1-10,Seed,comwriter.com,6.375342465753425,39213.57971637301,0,0,5.0
737,2013-12-01,Startup,https://angel.co/company/comunitats-1,Barcelona,Governments,Comunitats,"
The Global Time Bank network
",307500,1-10,Series A,comunitats.org,6.041095890410959,50901.36054421769,0,0,5.0
738,2013-04-01,Startup,https://angel.co/company/conatus-creative,Ottawa,Mobile Games,Conatus Creative,"
Licensed games that stand alone
",217000,1-10,,conatuscreative.com,6.7095890410958905,32341.772151898735,0,0,5.0
739,2013-07-01,Startup,https://angel.co/company/concertwith-me,Cyprus,Ticketing,ConcertWith.me,"
Automated concert promotion
",200000,1-10,Seed,ConcertWith.me,6.46027397260274,30958.43935538592,0,0,5.0
740,2013-02-01,Startup,https://angel.co/company/concurix,Kirkland,Developer Tools,Concurix,"
Real-time Performance Analysis of Your Application
",3000000,11-50,-,concurix.com,6.8712328767123285,436602.87081339717,1,0,25.0
741,2011-03-01,Startup,https://angel.co/company/conference-hound,San Francisco,B2B,Conference Hound,"
B2B Data & Discovery for Conferences & Events
",1900000,1-10,,conferencehound.com,8.797260273972602,215976.33136094676,0,0,5.0
742,2013-08-01,Startup,https://angel.co/company/conferencecloud,Toronto,Video Streaming,ConferenceCloud,"
Revolutionary Virtual Attendance Platform
",90000,1-10,Seed,conferencecloud.co,6.375342465753425,14116.888697894283,0,0,5.0
743,2011-04-01,Startup,https://angel.co/company/conferize,Copenhagen,Events,Conferize,"
We need to meet.
",1330000,11-50,,conferize.com,8.712328767123287,152657.23270440253,0,0,25.0
744,2014-04-01,Startup,https://angel.co/company/confession9-com,Bengaluru,Fashion,Confession9.com,"
Online apparel private Label
",100000,1-10,Seed,confession9.com,5.7095890410958905,17514.39539347409,0,0,5.0
745,2013-05-01,Startup,https://angel.co/company/confusing-homework,New York City,Tutoring,Confusing Homework,"
On-Demand Homework Assistance
",10000,1-10,,confusinghomework.com,6.627397260273972,1508.8879702356346,0,0,5.0
746,2013-09-01,Startup,https://angel.co/company/conjectur-1,San Francisco,Mobile Advertising,Conjectur,"
Company merged and rebranded into Signal Zero, Inc. in Jan. 2016
",30000,1-10,Seed,conjectur.com,6.2904109589041095,4769.163763066203,0,0,5.0
747,2013-07-01,Startup,https://angel.co/company/conjur,Newton,Cloud Security,Conjur,"
Automated Access Management
",42000000,11-50,Acquired,conjur.com,6.46027397260274,6501272.264631043,1,1,25.0
748,2012-08-01,Startup,https://angel.co/company/connect,San Francisco,Location Based Services,Connect.com,"
X.ai meets Pinterest to streamline planning everyday events
",15600000,11-50,Seed,connect.com,7.375342465753425,2115156.0178306093,1,1,25.0
749,2014-10-01,Startup,https://angel.co/company/connected2-me,San Jose,Messaging,Connected2.me,"
We create viral social applications: Connected2.me and Pub Story - 500 Startups B11
",515000,11-50,Seed,connected2.me,5.208219178082191,98882.16728037875,0,0,25.0
750,2012-12-01,Startup,https://angel.co/company/connectifier,Sunnyvale,Semantic Search,Connectifier,"
Discover and connect with exceptional job candidates twice as effectively
",13600000,11-50,Acquired,connectifier.com,7.041095890410959,1931517.5097276266,1,1,25.0
751,2014-03-01,Startup,https://angel.co/company/connections-sf,San Francisco,Hospitality,Connections SF,"
Coworking Spaces built inside hotels
",100000000,11-50,Acquired,connectionssf.com,5.794520547945205,17257683.215130024,1,1,25.0
752,2012-03-01,Startup,https://angel.co/company/conscious-box,Portland,Subscription Businesses,Conscious Box,"
Discover the Best Products on the Planet
",2784000,11-50,-,consciousbox.com,7.794520547945205,357173.98945518455,1,0,25.0
753,2012-02-01,Startup,https://angel.co/company/constant-commerce,London,E-Commerce Platforms,Constant Commerce,"
The world's number one distributed commerce platform
",2210000,51-200,,constant.co,7.873972602739726,280671.53792623524,1,0,125.0
754,2013-09-01,Startup,https://angel.co/company/constant-insight,Orlando,Brand,Constant Insight,"
Individual Customer Insight For Better Brand Engagements
",16666,1-10,Seed,constantinsight.com,6.2904109589041095,2649.429442508711,0,0,5.0
755,2014-04-01,Startup,https://angel.co/company/contactus-com,Chicago,Lead Generation,ContactUs.com,"
Better Contact Forms + Better Lead Management Tools => More New Customers for SMBs
",1000000,1-10,-,contactus.com,5.7095890410958905,175143.9539347409,0,0,5.0
756,2014-10-01,Startup,https://angel.co/company/contego-fraud-solutions,Oxford,Property,Contego Fraud Solutions,"
Reduces the risk of financial crime
",1150000,11-50,,contego.com,5.208219178082191,220804.8395581273,0,0,25.0
757,2011-07-01,Startup,https://angel.co/company/contentful,San Francisco,Developer Tools,Contentful,"
The content management platform for web and mobile apps. Create once, publish anywhere.
",44800000,201-500,Series C,contentful.com,8.463013698630137,5293622.531563613,1,1,350.0
758,2014-02-01,Startup,https://angel.co/company/continuum-analytics,Austin,Open Source,Continuum Analytics,"
Superpowers for people that change the world with data
",34000000,51-200,,continuum.io,5.8712328767123285,5790947.270181988,1,1,125.0
759,2013-04-01,Startup,https://angel.co/company/contix,Honolulu,Text Analytics,Contix,"
Early Differentiated News Alerts for Traders
",2765000,,Series A,contix.com,6.7095890410958905,412096.77419354836,1,0,
760,2016-04-01,Startup,https://angel.co/company/contrast-security,Baltimore,Enterprise Security,Contrast Security,"
Welcome to the Era of Self-Protecting Software
",119000000,51-200,Series D,contrastsecurity.com,3.706849315068493,32102734.663710274,1,1,125.0
761,2014-03-01,Startup,https://angel.co/company/control,Vancouver,B2B,Control,"
Enterprise Transaction Analytics
",1500000,11-50,Seed,getcontrol.co,5.794520547945205,258865.24822695038,0,0,25.0
762,2010-10-01,Startup,https://angel.co/company/convert,Cluj-Napoca,SaaS,Convert,"
Affordable Enterprise A/B Testing & Personalization
",400000,11-50,Seed,convert.com,9.210958904109589,43426.531826293874,0,0,25.0
763,2014-03-01,Startup,https://angel.co/company/getconvey,Austin,Logistics Software,Convey,"
Unique intelligence to transform customer delivery into a competitive advantage
",14750000,11-50,Series B,getconvey.com,5.794520547945205,2545508.274231679,1,1,25.0
764,2017-02-01,Startup,https://angel.co/company/cooladata,Tel Aviv-Yafo,Data Warehousing,CoolaData,"
",13000000,11-50,Closed,cooladata.com,2.8684931506849316,4531996.179560649,1,1,25.0
765,2013-08-01,Startup,https://angel.co/company/cooolio-online,Bengaluru,Location Based Services,Cooolio Online,"
Technology leader delivering state-of-the-art products. 
",375000,1-10,Seed,cooolio.com,6.375342465753425,58820.36957455952,0,0,5.0
766,2012-12-01,Startup,https://angel.co/company/gocopia,San Francisco,Technology,Copia,"
Cutting-edge Technology to Dramatically Reduce Food Waste & Improve Operational Efficiency
",4580000,11-50,Seed,gocopia.com,7.041095890410959,650466.9260700389,1,0,25.0
767,2013-04-01,Startup,https://angel.co/company/copper-inc,San Francisco,Google Apps,Copper,"
The crm that works for you.
",87000000,51-200,Series C,copper.com,6.7095890410958905,12966516.945692118,1,1,125.0
768,2012-12-01,Startup,https://angel.co/company/corcardia-group,Minneapolis,Supply Chain Management,CorCardia Group,"
Healthcare Data Interoperability
",255000,1-10,-,innovacor.com,7.041095890410959,36215.953307393,0,0,5.0
769,2016-12-01,Startup,https://angel.co/company/cordial-2,San Diego,Email,Cordial,"
Cordial is next-generation messaging platform that is built on real-time data
",21000000,51-200,Series B,cordial.com,3.0383561643835617,6911632.100991884,1,1,125.0
770,2014-09-01,Startup,https://angel.co/company/corebook,Celaya,Accounting,Corebook,"
Virtual Accountant
",200000,11-50,Seed,corebook.me,5.2904109589041095,37804.24650440187,0,0,25.0
771,2013-10-01,Startup,https://angel.co/company/cornerstone-therapeutics-1,Boston,Marijuana,Cornerstone Therapeutics,"
Massachusetts Medical Cannabis
",30000000,1-10,-,riverrockcolorado.com,6.208219178082191,4832303.618711386,1,1,5.0
772,2013-04-01,Startup,https://angel.co/company/cotap,San Francisco,Mobile Enterprise,Cotap,"
Workplace Mobile Messaging
",15500000,11-50,Series B,cotap.com,6.7095890410958905,2310126.5822784808,1,1,25.0
773,2013-08-01,Startup,https://angel.co/company/couchster,New Orleans,Restaurants,Couchster,"
Uber meets Grubhub
",20000,1-10,Seed,Couchster.com,6.375342465753425,3137.086377309841,0,0,5.0
774,2014-03-01,Startup,https://angel.co/company/countable,San Francisco,Community Development,Countable,"
Cause Marketing Platform
",3285000,11-50,Seed,countable.com,5.794520547945205,566914.8936170213,1,0,25.0
775,2012-06-01,Startup,https://angel.co/company/countertack,Waltham,Enterprise Security,Countertack,"
Solutions and intelligence for in-progress cyber attack
",74500000,11-50,,countertack.com,7.542465753424658,9877406.46567381,1,1,25.0
776,2013-09-01,Startup,https://angel.co/company/coupay-1,-,Retail Technology,Coupay,"
Wanelo - that pays customers for sharing activity
",500000,11-50,Seed,coupay.com,6.2904109589041095,79486.06271777004,0,0,25.0
777,2012-11-01,Startup,https://angel.co/company/coursehero,Redwood City,Edtech,Course Hero,"
Master Your Classes
",16789000,51-200,Series A,coursehero.com,7.123287671232877,2356917.3076923075,1,1,125.0
778,2015-06-01,Startup,https://angel.co/company/coursera,Mountain View,Content,Coursera,"
Universal access to the world's best education
",447500000,201-500,Series E,coursera.org,4.542465753424658,98514776.83956574,1,1,350.0
779,2013-07-01,Startup,https://angel.co/company/coursmos,San Francisco,Education Technology,Coursmos,"
Open online education platform.
",1280000,11-50,Seed,coursmos.com,6.46027397260274,198134.0118744699,0,0,25.0
780,2015-03-01,Startup,https://angel.co/company/covalentcareers,San Diego,Human Resources,CovalentCareers,"
Career development for healthcare professionals
",200000,11-50,Seed,covalentcareers.com,4.794520547945205,41714.28571428572,0,0,25.0
781,2013-03-01,Startup,https://angel.co/company/cover,New York City,Restaurants,Cover,"
Dine without waiting for the check.
",5500000,11-50,Acquired,paywithcover.com,6.794520547945205,809475.806451613,1,0,25.0
782,2014-09-01,Startup,https://angel.co/company/covet,Sydney,Lead Generation,Covet,"
Webjet for clothes
",5000,1-10,Seed,getcovet.com,5.2904109589041095,945.1061626100466,0,0,5.0
783,2011-12-01,Startup,https://angel.co/company/coworks,San Francisco,Freelancers,Coworks,"
Invite-only marketplace for outstanding freelancers
",2800000,1-10,-,coworks.com,8.043835616438356,348092.6430517711,1,0,5.0
784,2013-01-01,Startup,https://angel.co/company/cozy,Portland,Property Management,Cozy,"
The leading online property management service for  landlords and renters. 
",86400000,11-50,Acquired,cozy.co,6.956164383561644,12420638.04647499,1,1,25.0
785,2010-10-01,Startup,https://angel.co/company/craftartedu,Colorado,Publishing,CraftArtEdu,"
Consumer Internet, Education,  Digital Media
",850000,1-10,Series A,craftartedu.com.com,9.210958904109589,92281.38013087449,0,0,5.0
786,2014-10-01,Startup,https://angel.co/company/crate-io,San Francisco,Databases,Crate.io,"
Put Machine Data To Work.
",6000000,11-50,Seed,crate.io,5.208219178082191,1152025.2498684903,1,0,25.0
